DATE,pair_trading,t_strategy,combined
2018-10-10,2.9524084514869324,0.07232364595880639,3.031798239680155
2018-10-11,2.978774416561717,0.06912894478272458,3.0549695035788584
2018-10-12,3.0416485829893816,0.06857978895592007,3.1172945141797177
2018-10-15,3.0966046351982346,0.0681096230292923,3.1717804004619388
2018-10-16,2.9679317312001983,0.06546021091959889,3.0404580843542113
2018-10-17,2.9877325352511805,0.06514918436842951,3.0599478618540226
2018-10-18,3.1620303966876406,0.06461362489560568,3.233710163817661
2018-10-19,3.098448388484422,0.0630510994395716,3.1685656301584095
2018-10-22,3.1886748796922553,0.06478907532187081,3.260530097248544
2018-10-23,3.2281532914940185,0.0653998446848606,3.3006192784132953
2018-10-24,3.272325816928547,0.06462840537279715,3.344020364535761
2018-10-25,3.3016585950034987,0.06323122937295117,3.3719559666108667
2018-10-26,3.3750554983800267,0.06449910719495613,3.4466207478094004
2018-10-29,3.3518448863209835,0.0636244383657627,3.422535466921163
2018-10-30,3.384302218006806,0.059278309808050406,3.4506466700492746
2018-10-31,3.38145158906876,0.06028232912278872,3.448800060425967
2018-11-01,3.3696223328098283,0.05416446201350219,3.430852937057749
2018-11-02,3.3720077166125026,0.05336082682461204,3.4324346856715313
2018-11-05,3.361172568924685,0.053125968366722946,3.421364679525826
2018-11-06,3.3811611942752906,0.049958526798913126,3.438584865802388
2018-11-07,3.3608193297895435,0.04703438957533542,3.4157179462042047
2018-11-08,3.341106245950037,0.04677913128815394,3.3961472183916324
2018-11-09,3.4645762497762034,0.04795022089170894,3.520788311821356
2018-11-12,3.4921761090978185,0.046899579185547095,3.5473375294368092
2018-11-13,3.4229441025626537,0.045747332408335444,3.4769532761244317
2018-11-14,3.4491862815043612,0.04452867987173444,3.501976802529538
2018-11-15,3.6346365446033824,0.041995002074677455,3.6848933878315004
2018-11-16,3.697585110148695,0.04198789628745094,3.747834847589587
2018-11-19,3.781229246537357,0.047270628900755195,3.837065425638287
2018-11-20,3.8014328960379227,0.04965719715839855,3.859655643396495
2018-11-21,3.772942060977181,0.04674317534696048,3.8282507865243147
2018-11-22,3.759345249808749,0.048110118041461224,3.8160209180503846
2018-11-23,3.726936279917737,0.04811501103271603,3.7836168411506277
